id,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,price,latitude,longitude,car_age,gas_fueled,diesel_fueled,hybrid_fueled,electric_fueled,front_wheel_drive,four_wheel_drive,rear_wheel_drive,automatic_transmission,manual_transmission
172,2006,hyundai,5.0,6.0,gas,245344,rebuilt,automatic,4wd,fullsize,suv,black,6381,44.0505054,-123.0950506,17,1,0,0,0,0,1,0,1,0
173,2013,bmw,5.0,6.0,gas,104113,clean,automatic,rwd,midsize,coupe,silver,14364,36.1672559,-115.148516,10,1,0,0,0,0,0,1,1,0
174,2011,volkswagen,5.0,4.0,gas,95662,clean,automatic,fwd,midsize,sedan,silver,4709,41.2020171,-77.2644152,12,1,0,0,0,1,0,0,1,0
175,2015,kia,2.0,4.0,gas,169314,clean,automatic,fwd,midsize,suv,silver,5456,38.8339578,-104.825348,8,1,0,0,0,1,0,0,1,0
176,1990,gmc,1.0,6.0,gas,166080,clean,manual,4wd,fullsize,truck,green,1395,43.0161693,-83.6900211,33,1,0,0,0,0,1,0,0,1
177,1987,ford,1.0,8.0,gas,82758,clean,manual,rwd,fullsize,truck,red,13194,34.7465071,-92.2896267,36,1,0,0,0,0,0,1,0,1
178,2016,jeep,,6.0,diesel,101848,clean,automatic,4wd,fullsize,suv,black,27672,43.157285,-77.615214,7,0,1,0,0,0,1,0,1,0
179,2012,honda,2.0,6.0,gas,41822,clean,automatic,rwd,fullsize,sedan,white,16498,35.4729886,-97.5170536,11,1,0,0,0,0,0,1,1,0
180,2014,hyundai,5.0,4.0,gas,122429,clean,automatic,fwd,fullsize,sedan,black,5004,39.2908816,-76.610759,9,1,0,0,0,1,0,0,1,0
181,2012,chevrolet,5.0,8.0,diesel,96456,clean,automatic,4wd,fullsize,truck,white,32445,40.4416941,-79.9900861,11,0,1,0,0,0,1,0,1,0
182,2012,volkswagen,5.0,4.0,gas,98282,clean,automatic,fwd,compact,sedan,black,5773,39.9527237,-75.1635262,11,1,0,0,0,1,0,0,1,0
183,2010,bmw,,6.0,gas,85266,clean,automatic,fwd,midsize,sedan,blue,16234,35.9603948,-83.9210261,13,1,0,0,0,1,0,0,1,0
184,1988,bmw,5.0,6.0,gas,140386,clean,manual,rwd,midsize,convertible,silver,5397,40.0149856,-105.270545,35,1,0,0,0,0,0,1,0,1
185,2010,buick,5.0,4.0,gas,153694,clean,automatic,4wd,midsize,suv,red,26882,42.2713945,-89.093966,13,1,0,0,0,0,1,0,1,0
186,2011,ford,5.0,8.0,diesel,127365,clean,automatic,4wd,fullsize,suv,black,6462,35.9603948,-83.9210261,12,0,1,0,0,0,1,0,1,0
187,2011,ford,5.0,6.0,gas,141429,rebuilt,automatic,4wd,fullsize,truck,black,22982,30.0282872,-94.0882388,12,1,0,0,0,0,1,0,1,0
188,2014,volkswagen,5.0,4.0,gas,74390,clean,automatic,fwd,compact,sedan,silver,18075,19.5938015,-155.42837009716908,9,1,0,0,0,1,0,0,1,0
189,2009,nissan,5.0,4.0,gas,172978,clean,automatic,4wd,midsize,suv,silver,26809,38.8339578,-104.825348,14,1,0,0,0,0,1,0,1,0
190,2015,chevrolet,2.0,4.0,gas,44747,clean,automatic,fwd,fullsize,suv,black,7534,41.000028,19.9999619,8,1,0,0,0,1,0,0,1,0
191,1953,dodge,2.0,4.0,gas,55057,clean,automatic,fwd,compact,coupe,purple,1043,51.0612766,-1.3131692,70,1,0,0,0,1,0,0,1,0
192,2001,ford,5.0,8.0,gas,81849,clean,automatic,rwd,fullsize,suv,green,4701,32.2228765,-110.9748477,22,1,0,0,0,0,0,1,1,0
193,2014,jeep,5.0,6.0,gas,103068,clean,automatic,4wd,fullsize,suv,black,20640,39.4986462,-119.77333186086474,9,1,0,0,0,0,1,0,1,0
194,2010,bmw,5.0,8.0,gas,170409,clean,other,4wd,fullsize,suv,blue,22648,46.7811048,-92.104329249445,13,1,0,0,0,0,1,0,0,0
195,2013,nissan,5.0,6.0,gas,109280,clean,automatic,fwd,midsize,sedan,blue,11018,43.0349931,-87.922497,10,1,0,0,0,1,0,0,1,0
196,1978,bmw,2.0,8.0,gas,127175,clean,other,rwd,fullsize,coupe,black,6201,37.1677128,-94.8464256,45,1,0,0,0,0,0,1,0,0
197,2016,mazda,2.0,4.0,gas,306841,clean,automatic,fwd,midsize,sedan,green,4208,41.7962409,-71.5992372,7,1,0,0,0,1,0,0,1,0
198,2013,ford,5.0,6.0,gas,81311,clean,automatic,fwd,midsize,sedan,custom,8701,61.2163129,-149.894852,10,1,0,0,0,1,0,0,1,0
199,2013,chevrolet,5.0,4.0,gas,159795,clean,automatic,fwd,compact,suv,black,21257,35.9603948,-83.9210261,10,1,0,0,0,1,0,0,1,0
200,2011,hyundai,,4.0,gas,96398,clean,automatic,fwd,subcompact,sedan,black,4005,37.5385087,-77.43428,12,1,0,0,0,1,0,0,1,0
201,2015,gmc,2.0,8.0,gas,18919,clean,automatic,4wd,fullsize,truck,black,35433,35.3738712,-119.0194639,8,1,0,0,0,0,1,0,1,0
202,1990,bmw,5.0,6.0,gas,85348,clean,automatic,rwd,fullsize,coupe,black,5090,36.1672559,-115.148516,33,1,0,0,0,0,0,1,1,0
203,2013,jeep,5.0,6.0,gas,132374,clean,automatic,4wd,midsize,truck,black,27039,27.7635302,-97.4033191,10,1,0,0,0,0,1,0,1,0
204,1998,buick,5.0,6.0,gas,176884,clean,automatic,fwd,fullsize,sedan,green,3482,41.3082138,-72.9250518,25,1,0,0,0,1,0,0,1,0
205,2001,ford,5.0,8.0,gas,86705,clean,automatic,4wd,fullsize,truck,black,12049,32.2998686,-90.1830408,22,1,0,0,0,0,1,0,1,0
206,1984,chevrolet,2.0,4.0,gas,99730,clean,automatic,fwd,fullsize,coupe,blue,14722,39.9053187,-84.22024542480268,39,1,0,0,0,1,0,0,1,0
207,2019,ford,2.0,4.0,gas,25710,clean,automatic,fwd,compact,hatchback,white,12713,35.3540209,-120.3757163,4,1,0,0,0,1,0,0,1,0
208,2010,chevrolet,2.0,8.0,gas,93555,clean,automatic,rwd,fullsize,truck,white,21419,47.6438308,-117.4426685,13,1,0,0,0,0,0,1,1,0
209,2011,toyota,5.0,4.0,gas,24780,salvage,automatic,fwd,midsize,sedan,black,4201,26.53294975,-81.75880562612211,12,1,0,0,0,1,0,0,1,0
210,2012,jeep,5.0,6.0,gas,85714,clean,automatic,rwd,fullsize,suv,black,7317,29.4246002,-98.4951405,11,1,0,0,0,0,0,1,1,0
211,1973,chevrolet,2.0,8.0,gas,-1,clean,manual,rwd,fullsize,coupe,black,6335,47.6438308,-117.4426685,50,1,0,0,0,0,0,1,0,1
212,2010,jeep,2.0,6.0,gas,139878,clean,automatic,4wd,fullsize,suv,silver,4382,45.7874957,-108.49607,13,1,0,0,0,0,1,0,1,0
213,2003,ram,5.0,6.0,diesel,89844,clean,automatic,4wd,fullsize,pickup,black,16259,47.687231,-116.7892534,20,0,1,0,0,0,1,0,1,0
214,2011,chevrolet,5.0,4.0,gas,96418,clean,automatic,fwd,midsize,sedan,black,7539,38.8950368,-77.0365427,12,1,0,0,0,1,0,0,1,0
215,2012,subaru,5.0,6.0,gas,195098,clean,automatic,4wd,midsize,suv,black,10050,41.8755616,-87.6244212,11,1,0,0,0,0,1,0,1,0
216,2012,volkswagen,2.0,4.0,gas,157679,clean,other,fwd,fullsize,sedan,blue,6874,30.4380832,-84.2809332,11,1,0,0,0,1,0,0,0,0
217,2010,toyota,5.0,4.0,gas,253321,rebuilt,automatic,fwd,compact,hatchback,silver,4821,34.539984,-112.468812,13,1,0,0,0,1,0,0,1,0
218,2012,jeep,2.0,4.0,gas,115650,clean,other,fwd,midsize,sedan,blue,8481,38.8950368,-77.0365427,11,1,0,0,0,1,0,0,0,0
219,1980,ford,2.0,6.0,gas,83832,clean,manual,rwd,fullsize,coupe,brown,13481,33.91610555,-96.64274127404047,43,1,0,0,0,0,0,1,0,1
220,2014,chevrolet,5.0,6.0,gas,157756,clean,automatic,fwd,fullsize,sedan,silver,22134,35.1460249,-90.0517638,9,1,0,0,0,1,0,0,1,0
221,2018,toyota,5.0,4.0,gas,324772,clean,manual,fwd,compact,hatchback,silver,10717,41.5910323,-93.6046655,5,1,0,0,0,1,0,0,0,1
222,2005,ford,,4.0,gas,150876,clean,automatic,fwd,midsize,convertible,blue,12125,41.1035786,-80.6520161,18,1,0,0,0,1,0,0,1,0
223,2009,ford,2.0,6.0,other,160230,clean,manual,4wd,midsize,truck,white,20864,43.9792797,-120.737257,14,0,0,0,0,0,1,0,0,1
224,2013,chevrolet,2.0,8.0,diesel,124485,clean,automatic,4wd,fullsize,truck,black,6252,47.6438308,-117.4426685,10,0,1,0,0,0,1,0,1,0
225,2017,ford,5.0,8.0,diesel,104129,clean,automatic,4wd,fullsize,pickup,white,13295,41.5752554,-70.50477828239752,6,0,1,0,0,0,1,0,1,0
226,2009,chevrolet,5.0,4.0,gas,154975,clean,automatic,4wd,fullsize,suv,black,27073,38.8339578,-104.825348,14,1,0,0,0,0,1,0,1,0
227,1990,ford,2.0,6.0,gas,229486,clean,automatic,4wd,fullsize,suv,black,5192,44.0806041,-103.2280239,33,1,0,0,0,0,1,0,1,0
228,2008,ford,,4.0,gas,37650,clean,automatic,rwd,midsize,suv,white,18391,35.287663,-77.6541388,15,1,0,0,0,0,0,1,1,0
229,2014,other,,4.0,gas,94756,clean,automatic,fwd,compact,sedan,silver,7229,43.7698712,11.2555757,9,1,0,0,0,1,0,0,1,0
230,2014,ford,5.0,6.0,gas,6189,clean,automatic,4wd,midsize,suv,blue,36030,35.9301545,-78.7566849,9,1,0,0,0,0,1,0,1,0
231,2010,chevrolet,5.0,4.0,gas,107352,clean,automatic,fwd,compact,sedan,black,5803,38.8950368,-77.0365427,13,1,0,0,0,1,0,0,1,0
232,2006,honda,1.0,6.0,gas,128288,clean,automatic,fwd,fullsize,sedan,blue,6455,32.2228765,-110.9748477,17,1,0,0,0,1,0,0,1,0
233,2014,volkswagen,5.0,4.0,gas,73132,clean,automatic,fwd,midsize,sedan,silver,8971,34.4458248,-119.0779359,9,1,0,0,0,1,0,0,1,0
234,2008,bmw,5.0,4.0,gas,127188,clean,automatic,fwd,midsize,sedan,black,6413,46.7811048,-92.104329249445,15,1,0,0,0,1,0,0,1,0
235,2011,mazda,5.0,4.0,gas,93086,clean,manual,fwd,midsize,other,silver,8695,46.601557,-120.510842,12,1,0,0,0,1,0,0,0,1
236,2009,other,1.0,8.0,gas,152621,clean,automatic,fwd,fullsize,suv,silver,6917,39.7392364,-104.984862,14,1,0,0,0,1,0,0,1,0
237,2011,chevrolet,2.0,6.0,gas,42491,clean,automatic,rwd,fullsize,coupe,white,28449,39.9527237,-75.1635262,12,1,0,0,0,0,0,1,1,0
238,2010,ford,5.0,4.0,gas,162021,clean,automatic,fwd,midsize,sedan,red,3106,41.7599976,-86.2505031,13,1,0,0,0,1,0,0,1,0
239,2007,honda,5.0,4.0,gas,162557,clean,other,fwd,midsize,suv,blue,3420,39.7392364,-104.984862,16,1,0,0,0,1,0,0,0,0
240,2016,ford,1.0,6.0,diesel,69132,clean,automatic,4wd,fullsize,pickup,blue,19306,42.7337712,-84.5553805,7,0,1,0,0,0,1,0,1,0
241,2008,ram,5.0,6.0,diesel,41559,clean,automatic,4wd,fullsize,truck,black,23884,48.2691331,-116.5471244,15,0,1,0,0,0,1,0,1,0
242,2015,mercedesbenz,5.0,12.0,gas,84440,rebuilt,manual,rwd,fullsize,coupe,black,22409,41.000028,19.9999619,8,1,0,0,0,0,0,1,0,1
243,1983,ford,5.0,4.0,gas,124541,clean,automatic,fwd,midsize,sedan,black,5518,36.8479165,-76.2902105,40,1,0,0,0,1,0,0,1,0
244,1984,ford,1.0,6.0,gas,106333,missing,manual,rwd,fullsize,coupe,red,3705,29.4246002,-98.4951405,39,1,0,0,0,0,0,1,0,1
245,2016,mitsubishi,5.0,4.0,other,60116,clean,automatic,fwd,compact,coupe,white,26479,39.9622601,-83.0007065,7,0,0,0,0,1,0,0,1,0
246,2007,chevrolet,5.0,6.0,gas,111239,clean,manual,4wd,midsize,suv,silver,9149,41.7962409,-71.5992372,16,1,0,0,0,0,1,0,0,1
247,2011,ford,2.0,6.0,gas,202730,clean,automatic,fwd,fullsize,suv,blue,6783,43.074761,-89.3837613,12,1,0,0,0,1,0,0,1,0
248,2013,ram,5.0,8.0,gas,5661,clean,automatic,rwd,fullsize,truck,white,37627,39.2908816,-76.610759,10,1,0,0,0,0,0,1,1,0
249,2012,kia,5.0,4.0,gas,133023,clean,automatic,fwd,compact,sedan,blue,16127,32.2228765,-110.9748477,11,1,0,0,0,1,0,0,1,0
250,2005,ford,5.0,6.0,gas,69375,clean,automatic,4wd,fullsize,pickup,white,23396,14.6743343,121.1003603,18,1,0,0,0,0,1,0,1,0
251,2008,hyundai,5.0,4.0,gas,213832,clean,automatic,fwd,compact,sedan,black,1533,38.8950368,-77.0365427,15,1,0,0,0,1,0,0,1,0
252,2013,ram,1.0,8.0,gas,119809,clean,automatic,4wd,fullsize,truck,black,14669,36.1563122,-95.9927516,10,1,0,0,0,0,1,0,1,0
253,1983,chevrolet,2.0,8.0,gas,134063,clean,automatic,fwd,fullsize,truck,black,19270,47.687231,-116.7892534,40,1,0,0,0,1,0,0,1,0
254,2009,nissan,,4.0,gas,41754,clean,automatic,fwd,midsize,sedan,black,1577,44.9391565,-123.033121,14,1,0,0,0,1,0,0,1,0
255,2013,bmw,2.0,4.0,gas,166694,clean,automatic,fwd,compact,sedan,black,2000,37.1677128,-94.8464256,10,1,0,0,0,1,0,0,1,0
256,2016,buick,,4.0,gas,34716,rebuilt,automatic,fwd,midsize,sedan,black,20220,32.2228765,-110.9748477,7,1,0,0,0,1,0,0,1,0
257,2015,nissan,5.0,4.0,gas,128842,rebuilt,automatic,fwd,midsize,suv,black,10351,42.9632425,-85.6678639,8,1,0,0,0,1,0,0,1,0
258,2005,gmc,1.0,6.0,gas,114524,clean,automatic,4wd,fullsize,pickup,red,19597,40.08067,-76.2411283,18,1,0,0,0,0,1,0,1,0
259,2012,chevrolet,2.0,8.0,gas,102728,clean,manual,fwd,fullsize,sedan,green,5442,36.8479165,-76.2902105,11,1,0,0,0,1,0,0,0,1
260,2007,honda,2.0,4.0,gas,200656,clean,manual,fwd,compact,sedan,red,1409,37.6922361,-97.3375448,16,1,0,0,0,1,0,0,0,1
261,2009,ford,5.0,8.0,other,96449,clean,automatic,rwd,fullsize,truck,blue,19776,32.89651945,-97.0465220537124,14,0,0,0,0,0,0,1,1,0
262,2017,audi,5.0,4.0,gas,161339,clean,automatic,fwd,midsize,suv,blue,7428,47.603511350000005,-123.67973337678276,6,1,0,0,0,1,0,0,1,0
263,1997,toyota,1.0,6.0,gas,107543,clean,manual,rwd,compact,coupe,green,6157,44.6308249,-123.1020937,26,1,0,0,0,0,0,1,0,1
264,2012,chevrolet,5.0,4.0,gas,101870,clean,manual,fwd,midsize,sedan,black,3630,33.2095614,-87.5675258,11,1,0,0,0,1,0,0,0,1
265,2003,subaru,2.0,4.0,gas,130397,clean,manual,4wd,fullsize,suv,white,6381,40.4416941,-79.9900861,20,1,0,0,0,0,1,0,0,1
266,1993,chevrolet,1.0,8.0,gas,152011,clean,manual,rwd,fullsize,truck,green,2767,43.074761,-89.3837613,30,1,0,0,0,0,0,1,0,1
267,1968,ford,5.0,8.0,gas,132997,clean,automatic,rwd,fullsize,truck,green,14882,37.9577016,-121.2907796,55,1,0,0,0,0,0,1,1,0
268,2012,toyota,5.0,4.0,other,343986,clean,automatic,fwd,compact,sedan,black,6897,27.5030915,-99.5075644,11,0,0,0,0,1,0,0,1,0
269,2012,toyota,5.0,6.0,gas,177101,clean,automatic,4wd,fullsize,sedan,silver,7633,41.1232795,-82.2359215,11,1,0,0,0,0,1,0,1,0
270,2007,ford,5.0,4.0,gas,42458,salvage,automatic,fwd,fullsize,sedan,blue,1226,37.9577016,-121.2907796,16,1,0,0,0,1,0,0,1,0
271,2010,bmw,2.0,6.0,gas,138517,clean,automatic,4wd,fullsize,sedan,grey,8555,33.8583113,-118.0858136,13,1,0,0,0,0,1,0,1,0
272,2008,ford,5.0,4.0,other,227168,clean,automatic,4wd,fullsize,truck,blue,21620,35.287663,-77.6541388,15,0,0,0,0,0,1,0,1,0
273,2018,bmw,,6.0,gas,105102,clean,other,4wd,midsize,suv,silver,10975,46.56132435,-87.41048112721177,5,1,0,0,0,0,1,0,0,0
274,2011,mazda,5.0,4.0,gas,102230,clean,automatic,fwd,midsize,suv,green,4612,37.1677128,-94.8464256,12,1,0,0,0,1,0,0,1,0
275,2013,ram,5.0,6.0,diesel,69691,clean,automatic,4wd,fullsize,pickup,white,83712,39.7683331,-86.1583502,10,0,1,0,0,0,1,0,1,0
276,2010,bmw,2.0,6.0,gas,-1,clean,automatic,fwd,midsize,sedan,brown,5858,39.2908816,-76.610759,13,1,0,0,0,1,0,0,1,0
277,2013,ford,2.0,4.0,gas,134606,clean,automatic,fwd,fullsize,sedan,grey,8295,34.6086854,-98.3903305,10,1,0,0,0,1,0,0,1,0
278,2012,chevrolet,2.0,4.0,gas,252953,clean,automatic,fwd,midsize,hatchback,white,5437,42.2713945,-89.093966,11,1,0,0,0,1,0,0,1,0
279,2000,ford,2.0,6.0,gas,80710,clean,automatic,fwd,midsize,sedan,green,6522,31.2237285,-85.3934375,23,1,0,0,0,1,0,0,1,0
280,2013,hyundai,5.0,4.0,gas,36480,salvage,automatic,fwd,compact,sedan,black,9150,41.4996574,-81.6936772,10,1,0,0,0,1,0,0,1,0
281,2012,chevrolet,,6.0,gas,30261,clean,automatic,fwd,fullsize,pickup,silver,21445,44.0505054,-123.0950506,11,1,0,0,0,1,0,0,1,0
282,2010,buick,5.0,6.0,gas,74673,clean,automatic,fwd,fullsize,sedan,blue,27524,41.5910323,-93.6046655,13,1,0,0,0,1,0,0,1,0
283,2007,mazda,5.0,6.0,gas,91584,clean,automatic,fwd,midsize,suv,black,8532,41.7962409,-71.5992372,16,1,0,0,0,1,0,0,1,0
284,2015,dodge,5.0,4.0,gas,101052,clean,automatic,fwd,midsize,sedan,silver,8974,38.8339578,-104.825348,8,1,0,0,0,1,0,0,1,0
285,1984,ford,2.0,8.0,gas,36308,clean,automatic,rwd,fullsize,truck,silver,24041,41.000028,19.9999619,39,1,0,0,0,0,0,1,1,0
286,2005,other,5.0,4.0,gas,124066,clean,automatic,fwd,midsize,sedan,silver,4714,39.830107,-74.978493,18,1,0,0,0,1,0,0,1,0
287,1968,chevrolet,5.0,8.0,diesel,61628,clean,automatic,4wd,fullsize,truck,black,45366,30.2711286,-97.7436995,55,0,1,0,0,0,1,0,1,0
288,2009,toyota,5.0,6.0,gas,101010,clean,manual,fwd,fullsize,suv,blue,7602,27.89799165,-82.51906446720005,14,1,0,0,0,1,0,0,0,1
289,2008,ram,5.0,6.0,diesel,127991,clean,automatic,4wd,midsize,truck,white,27450,37.7884969,-122.3558473,15,0,1,0,0,0,1,0,1,0
290,2016,chrysler,5.0,4.0,gas,155527,lien,manual,fwd,midsize,sedan,black,14590,37.9577016,-121.2907796,7,1,0,0,0,1,0,0,0,1
291,2013,toyota,,4.0,gas,126115,salvage,automatic,4wd,fullsize,suv,grey,7264,36.1563122,-95.9927516,10,1,0,0,0,0,1,0,1,0
292,2016,ford,,4.0,gas,138618,clean,automatic,4wd,midsize,truck,silver,23676,26.2981263,-98.2075117,7,1,0,0,0,0,1,0,1,0
293,2017,nissan,5.0,4.0,gas,67928,clean,automatic,fwd,fullsize,sedan,black,16328,27.395988350000003,-82.55407423064528,6,1,0,0,0,1,0,0,1,0
294,2006,chevrolet,2.0,6.0,other,347577,clean,automatic,fwd,midsize,suv,black,2366,35.0841034,-106.650985,17,0,0,0,0,1,0,0,1,0
295,2012,ford,5.0,4.0,gas,128829,rebuilt,automatic,4wd,fullsize,pickup,black,16448,37.5385087,-77.43428,11,1,0,0,0,0,1,0,1,0
296,2013,honda,2.0,4.0,gas,47848,clean,automatic,fwd,compact,sedan,blue,11342,28.5421109,-81.3790304,10,1,0,0,0,1,0,0,1,0
297,2005,mercury,2.0,6.0,gas,186689,clean,automatic,fwd,fullsize,suv,grey,4347,38.2542376,-85.759407,18,1,0,0,0,1,0,0,1,0
298,2011,nissan,2.0,4.0,gas,171464,salvage,manual,fwd,fullsize,sedan,silver,3956,33.7489924,-84.3902644,12,1,0,0,0,1,0,0,0,1
299,2013,ford,,8.0,diesel,18669,clean,automatic,4wd,fullsize,pickup,white,23530,46.7811048,-92.104329249445,10,0,1,0,0,0,1,0,1,0
300,2006,bmw,5.0,6.0,gas,26196,clean,automatic,rwd,midsize,coupe,silver,18905,35.4729886,-97.5170536,17,1,0,0,0,0,0,1,1,0
301,2020,bmw,,4.0,gas,90390,clean,manual,fwd,compact,sedan,blue,27895,36.1672559,-115.148516,3,1,0,0,0,1,0,0,0,1
302,2004,jeep,,6.0,gas,84583,clean,automatic,4wd,midsize,suv,blue,18157,38.8950368,-77.0365427,19,1,0,0,0,0,1,0,1,0
303,2009,chevrolet,5.0,8.0,gas,148074,clean,automatic,4wd,fullsize,suv,black,4079,41.7962409,-71.5992372,14,1,0,0,0,0,1,0,1,0
304,2015,audi,2.0,4.0,other,99287,clean,manual,fwd,midsize,coupe,blue,9816,38.4493315,-78.8688833,8,0,0,0,0,1,0,0,0,1
305,1999,chevrolet,1.0,8.0,gas,134020,clean,automatic,fwd,fullsize,truck,brown,3393,39.830107,-74.978493,24,1,0,0,0,1,0,0,1,0
306,2012,chevrolet,2.0,8.0,gas,93922,clean,automatic,4wd,fullsize,van,white,26352,40.7127281,-74.0060152,11,1,0,0,0,0,1,0,1,0
307,2012,ford,,8.0,gas,103170,clean,automatic,fwd,fullsize,suv,black,15711,43.157285,-77.615214,11,1,0,0,0,1,0,0,1,0
308,1999,nissan,5.0,4.0,gas,157386,clean,manual,fwd,midsize,sedan,silver,3373,35.595076,-82.5528478,24,1,0,0,0,1,0,0,0,1
309,2012,chevrolet,,6.0,gas,38828,clean,automatic,4wd,fullsize,suv,red,38181,35.2272086,-80.8430827,11,1,0,0,0,0,1,0,1,0
310,2009,audi,5.0,4.0,gas,149774,clean,manual,4wd,midsize,wagon,green,2849,33.8583113,-118.0858136,14,1,0,0,0,0,1,0,0,1
311,1967,ford,2.0,6.0,gas,51323,clean,other,fwd,fullsize,coupe,white,7195,38.6280278,-90.1910154,56,1,0,0,0,1,0,0,0,0
312,2010,jeep,5.0,6.0,gas,67562,clean,automatic,4wd,fullsize,suv,black,53315,40.0149856,-105.270545,13,1,0,0,0,0,1,0,1,0
313,2018,bmw,,6.0,gas,7922,lien,automatic,4wd,fullsize,suv,black,33769,44.0581728,-121.3153096,5,1,0,0,0,0,1,0,1,0
314,2009,volkswagen,5.0,4.0,gas,117289,clean,manual,fwd,compact,coupe,blue,2742,33.7489924,-84.3902644,14,1,0,0,0,1,0,0,0,1
315,1997,bmw,5.0,8.0,other,88861,clean,manual,rwd,compact,coupe,red,5731,36.1672559,-115.148516,26,0,0,0,0,0,0,1,0,1
316,2011,ford,5.0,6.0,gas,77004,clean,automatic,4wd,fullsize,other,blue,18214,29.2108147,-81.0228331,12,1,0,0,0,0,1,0,1,0
317,2013,ford,,4.0,gas,162035,clean,automatic,fwd,fullsize,sedan,black,13256,40.7127281,-74.0060152,10,1,0,0,0,1,0,0,1,0
318,2007,ram,2.0,6.0,diesel,156305,clean,automatic,4wd,fullsize,pickup,custom,5355,43.157285,-77.615214,16,0,1,0,0,0,1,0,1,0
319,2001,bmw,5.0,6.0,gas,67454,clean,automatic,rwd,midsize,sedan,black,13724,46.8317305,-96.7914886,22,1,0,0,0,0,0,1,1,0
320,2017,buick,,4.0,gas,32631,rebuilt,automatic,fwd,midsize,sedan,silver,30484,39.830107,-74.978493,6,1,0,0,0,1,0,0,1,0
321,2003,ford,2.0,6.0,gas,127100,clean,automatic,rwd,fullsize,suv,white,12736,36.7999557,-121.9010668,20,1,0,0,0,0,0,1,1,0
322,2005,chevrolet,5.0,6.0,gas,100864,salvage,automatic,fwd,fullsize,coupe,green,5621,39.049011,-95.677556,18,1,0,0,0,1,0,0,1,0
323,1987,dodge,5.0,6.0,gas,136137,clean,manual,rwd,midsize,coupe,blue,7447,43.6008183,-116.24210864118032,36,1,0,0,0,0,0,1,0,1
324,1976,ford,5.0,8.0,gas,98904,clean,automatic,rwd,fullsize,coupe,green,9677,51.456659,-0.9696512,47,1,0,0,0,0,0,1,1,0
325,2006,cadillac,1.0,4.0,gas,116734,clean,manual,fwd,fullsize,suv,green,5856,39.8560679,-4.0239568,17,1,0,0,0,1,0,0,0,1
326,2013,kia,5.0,4.0,gas,87260,rebuilt,automatic,fwd,midsize,hatchback,white,12620,37.1677128,-94.8464256,10,1,0,0,0,1,0,0,1,0
327,2013,toyota,,4.0,gas,131747,clean,automatic,fwd,midsize,sedan,silver,10118,39.8560679,-4.0239568,10,1,0,0,0,1,0,0,1,0
328,2012,bmw,,6.0,gas,101191,clean,manual,fwd,fullsize,sedan,black,5061,39.830107,-74.978493,11,1,0,0,0,1,0,0,0,1
329,2013,kia,2.0,4.0,gas,107839,salvage,manual,fwd,fullsize,sedan,black,6160,34.02332,-84.360022,10,1,0,0,0,1,0,0,0,1
330,2016,ram,,6.0,diesel,1815,rebuilt,automatic,4wd,fullsize,suv,black,35614,30.421309,-87.2169149,7,0,1,0,0,0,1,0,1,0
331,2006,volkswagen,1.0,6.0,gas,92186,clean,manual,fwd,compact,sedan,silver,5246,39.830107,-74.978493,17,1,0,0,0,1,0,0,0,1
332,2003,bmw,5.0,6.0,gas,132646,clean,automatic,fwd,midsize,sedan,black,5667,42.2612043,-71.7950711,20,1,0,0,0,1,0,0,1,0
333,1998,honda,5.0,4.0,gas,217232,rebuilt,automatic,fwd,midsize,sedan,silver,4467,43.0481221,-76.1474244,25,1,0,0,0,1,0,0,1,0
334,2015,audi,5.0,6.0,other,151914,rebuilt,automatic,fwd,midsize,sedan,white,19333,61.2163129,-149.894852,8,0,0,0,0,1,0,0,1,0
335,1974,mercedesbenz,5.0,8.0,gas,93263,clean,automatic,rwd,midsize,convertible,green,6764,48.202158,-114.315321,49,1,0,0,0,0,0,1,1,0
336,2017,honda,5.0,4.0,gas,68948,clean,automatic,fwd,midsize,sedan,black,16375,38.6280278,-90.1910154,6,1,0,0,0,1,0,0,1,0
337,2016,ford,5.0,4.0,gas,114853,clean,automatic,fwd,compact,hatchback,white,7395,34.539984,-112.468812,7,1,0,0,0,1,0,0,1,0
338,1992,ford,2.0,4.0,gas,208101,clean,other,fwd,midsize,sedan,red,8584,37.9577016,-121.2907796,31,1,0,0,0,1,0,0,0,0
339,2014,ford,5.0,4.0,other,158570,rebuilt,automatic,fwd,midsize,suv,black,9882,39.7683331,-86.1583502,9,0,0,0,0,1,0,0,1,0
340,2004,other,1.0,8.0,gas,118872,clean,automatic,rwd,fullsize,convertible,red,6263,41.1238873,-100.7654232,19,1,0,0,0,0,0,1,1,0
341,2012,toyota,1.0,4.0,gas,196731,clean,automatic,fwd,fullsize,sedan,blue,2433,33.7489924,-84.3902644,11,1,0,0,0,1,0,0,1,0
342,2015,chevrolet,5.0,6.0,gas,64480,clean,automatic,4wd,fullsize,suv,black,24187,35.3540209,-120.3757163,8,1,0,0,0,0,1,0,1,0
343,2015,honda,5.0,6.0,gas,75435,clean,automatic,fwd,midsize,suv,black,19968,44.811349,-91.4984941,8,1,0,0,0,1,0,0,1,0
344,2015,bmw,,6.0,gas,74055,rebuilt,automatic,rwd,midsize,suv,white,18325,39.7683331,-86.1583502,8,1,0,0,0,0,0,1,1,0
